,county,fips,Neighbors,Neighbor Code
1611,"Lake County, SD",46079,"Brookings County, SD, Kingsbury County, SD, Lake County, SD, McCook County, SD, Miner County, SD, Minnehaha County, SD, Moody County, SD","46011, 46077, 46079, 46087, 46097, 46099, 46101"
1612,"Lake County, TN",47095,"Fulton County, KY, New Madrid County, MO, Pemiscot County, MO, Dyer County, TN, Lake County, TN, Obion County, TN","21075, 29143, 29155, 47045, 47095, 47131"
1613,"Lake and Peninsula Borough, AK",02164,"Aleutians East Borough, AK, Bethel Census Area, AK, Bristol Bay Borough, AK, Dillingham Census Area, AK, Kenai Peninsula Borough, AK, Kodiak Island Borough, AK, Lake and Peninsula Borough, AK","02013, 02050, 02060, 02070, 02122, 02150, 02164"
1614,"Lake of the Woods County, MN",27077,"Beltrami County, MN, Koochiching County, MN, Lake of the Woods County, MN, Roseau County, MN","27007, 27071, 27077, 27135"
1615,"Lamar County, AL",01075,"Fayette County, AL, Lamar County, AL, Marion County, AL, Pickens County, AL, Lowndes County, MS, Monroe County, MS","01057, 01075, 01093, 01107, 28087, 28095"
1616,"Lamar County, GA",13171,"Butts County, GA, Lamar County, GA, Monroe County, GA, Pike County, GA, Spalding County, GA, Upson County, GA","13035, 13171, 13207, 13231, 13255, 13293"
1617,"Lamar County, MS",28073,"Covington County, MS, Forrest County, MS, Jefferson Davis County, MS, Lamar County, MS, Marion County, MS, Pearl River County, MS","28031, 28035, 28065, 28073, 28091, 28109"
1618,"Lamar County, TX",48277,"Bryan County, OK, Choctaw County, OK, Delta County, TX, Fannin County, TX, Lamar County, TX, Red River County, TX","40013, 40023, 48119, 48147, 48277, 48387"
1619,"Lamb County, TX",48279,"Bailey County, TX, Castro County, TX, Cochran County, TX, Hale County, TX, Hockley County, TX, Lamb County, TX, Lubbock County, TX, Parmer County, TX","48017, 48069, 48079, 48189, 48219, 48279, 48303, 48369"
1620,"Lamoille County, VT",50015,"Caledonia County, VT, Chittenden County, VT, Franklin County, VT, Lamoille County, VT, Orleans County, VT, Washington County, VT","50005, 50007, 50011, 50015, 50019, 50023"
1621,"Lampasas County, TX",48281,"Bell County, TX, Burnet County, TX, Coryell County, TX, Hamilton County, TX, Lampasas County, TX, Mills County, TX, San Saba County, TX","48027, 48053, 48099, 48193, 48281, 48333, 48411"
1622,"Lancaster County, NE",31109,"Butler County, NE, Cass County, NE, Gage County, NE, Johnson County, NE, Lancaster County, NE, Otoe County, NE, Saline County, NE, Saunders County, NE, Seward County, NE","31023, 31025, 31067, 31097, 31109, 31131, 31151, 31155, 31159"
1623,"Lancaster County, PA",42071,"Cecil County, MD, Harford County, MD, Berks County, PA, Chester County, PA, Dauphin County, PA, Lancaster County, PA, Lebanon County, PA, York County, PA","24015, 24025, 42011, 42029, 42043, 42071, 42075, 42133"
1624,"Lancaster County, SC",45057,"Mecklenburg County, NC, Union County, NC, Chester County, SC, Chesterfield County, SC, Fairfield County, SC, Kershaw County, SC, Lancaster County, SC, York County, SC","37119, 37179, 45023, 45025, 45039, 45055, 45057, 45091"
1625,"Lancaster County, VA",51103,"Accomack County, VA, Essex County, VA, Lancaster County, VA, Middlesex County, VA, Northumberland County, VA, Richmond County, VA","51001, 51057, 51103, 51119, 51133, 51159"
1626,"Lander County, NV",32015,"Churchill County, NV, Elko County, NV, Eureka County, NV, Humboldt County, NV, Lander County, NV, Nye County, NV, Pershing County, NV","32001, 32007, 32011, 32013, 32015, 32023, 32027"
1627,"Lane County, KS",20101,"Finney County, KS, Gove County, KS, Lane County, KS, Ness County, KS, Scott County, KS","20055, 20063, 20101, 20135, 20171"
1628,"Lane County, OR",41039,"Benton County, OR, Deschutes County, OR, Douglas County, OR, Klamath County, OR, Lane County, OR, Lincoln County, OR, Linn County, OR","41003, 41017, 41019, 41035, 41039, 41041, 41043"
1629,"Langlade County, WI",55067,"Forest County, WI, Langlade County, WI, Lincoln County, WI, Marathon County, WI, Menominee County, WI, Oconto County, WI, Oneida County, WI, Shawano County, WI","55041, 55067, 55069, 55073, 55078, 55083, 55085, 55115"
1630,"Lanier County, GA",13173,"Atkinson County, GA, Berrien County, GA, Clinch County, GA, Echols County, GA, Lanier County, GA, Lowndes County, GA","13003, 13019, 13065, 13101, 13173, 13185"
1631,"Lapeer County, MI",26087,"Genesee County, MI, Lapeer County, MI, Macomb County, MI, Oakland County, MI, St. Clair County, MI, Sanilac County, MI, Tuscola County, MI","26049, 26087, 26099, 26125, 26147, 26151, 26157"
1632,"Laramie County, WY",56021,"Larimer County, CO, Weld County, CO, Banner County, NE, Kimball County, NE, Albany County, WY, Goshen County, WY, Laramie County, WY, Platte County, WY","08069, 08123, 31007, 31105, 56001, 56015, 56021, 56031"
1633,"Lares Municipio, PR",72081,"Adjuntas Municipio, PR, Camuy Municipio, PR, Hatillo Municipio, PR, Lares Municipio, PR, Las Marías Municipio, PR, Maricao Municipio, PR, San Sebastián Municipio, PR, Utuado Municipio, PR, Yauco Municipio, PR","72001, 72027, 72065, 72081, 72083, 72093, 72131, 72141, 72153"
1634,"Larimer County, CO",08069,"Boulder County, CO, Grand County, CO, Jackson County, CO, Larimer County, CO, Weld County, CO, Albany County, WY, Laramie County, WY","08013, 08049, 08057, 08069, 08123, 56001, 56021"
1635,"Larue County, KY",21123,"Green County, KY, Hardin County, KY, Hart County, KY, Larue County, KY, Marion County, KY, Nelson County, KY, Taylor County, KY","21087, 21093, 21099, 21123, 21155, 21179, 21217"
1636,"Las Animas County, CO",08071,"Baca County, CO, Bent County, CO, Costilla County, CO, Huerfano County, CO, Las Animas County, CO, Otero County, CO, Pueblo County, CO, Colfax County, NM, Union County, NM","08009, 08011, 08023, 08055, 08071, 08089, 08101, 35007, 35059"
1637,"Las Marías Municipio, PR",72083,"Añasco Municipio, PR, Lares Municipio, PR, Las Marías Municipio, PR, Maricao Municipio, PR, Mayagüez Municipio, PR, San Sebastián Municipio, PR","72011, 72081, 72083, 72093, 72097, 72131"
1638,"Las Piedras Municipio, PR",72085,"Canóvanas Municipio, PR, Humacao Municipio, PR, Juncos Municipio, PR, Las Piedras Municipio, PR, Naguabo Municipio, PR, Río Grande Municipio, PR, San Lorenzo Municipio, PR, Yabucoa Municipio, PR","72029, 72069, 72077, 72085, 72103, 72119, 72129, 72151"
1639,"Lassen County, CA",06035,"Lassen County, CA, Modoc County, CA, Plumas County, CA, Shasta County, CA, Sierra County, CA, Washoe County, NV","06035, 06049, 06063, 06089, 06091, 32031"
1640,"Latah County, ID",16057,"Benewah County, ID, Clearwater County, ID, Latah County, ID, Nez Perce County, ID, Shoshone County, ID, Whitman County, WA","16009, 16035, 16057, 16069, 16079, 53075"
1641,"Latimer County, OK",40077,"Haskell County, OK, Latimer County, OK, Le Flore County, OK, Pittsburg County, OK, Pushmataha County, OK","40061, 40077, 40079, 40121, 40127"
1642,"Lauderdale County, AL",01077,"Colbert County, AL, Lauderdale County, AL, Lawrence County, AL, Limestone County, AL, Tishomingo County, MS, Giles County, TN, Hardin County, TN, Lawrence County, TN, Wayne County, TN","01033, 01077, 01079, 01083, 28141, 47055, 47071, 47099, 47181"
1643,"Lauderdale County, MS",28075,"Choctaw County, AL, Sumter County, AL, Clarke County, MS, Jasper County, MS, Kemper County, MS, Lauderdale County, MS, Neshoba County, MS, Newton County, MS","01023, 01119, 28023, 28061, 28069, 28075, 28099, 28101"
1644,"Lauderdale County, TN",47097,"Mississippi County, AR, Crockett County, TN, Dyer County, TN, Haywood County, TN, Lauderdale County, TN, Tipton County, TN","05093, 47033, 47045, 47075, 47097, 47167"
1645,"Laurel County, KY",21125,"Clay County, KY, Jackson County, KY, Knox County, KY, Laurel County, KY, McCreary County, KY, Pulaski County, KY, Rockcastle County, KY, Whitley County, KY","21051, 21109, 21121, 21125, 21147, 21199, 21203, 21235"
1646,"Laurens County, GA",13175,"Bleckley County, GA, Dodge County, GA, Emanuel County, GA, Johnson County, GA, Laurens County, GA, Treutlen County, GA, Twiggs County, GA, Wheeler County, GA, Wilkinson County, GA","13023, 13091, 13107, 13167, 13175, 13283, 13289, 13309, 13319"
1647,"Laurens County, SC",45059,"Abbeville County, SC, Anderson County, SC, Greenville County, SC, Greenwood County, SC, Laurens County, SC, Newberry County, SC, Spartanburg County, SC, Union County, SC","45001, 45007, 45045, 45047, 45059, 45071, 45083, 45087"
1648,"Lavaca County, TX",48285,"Colorado County, TX, DeWitt County, TX, Fayette County, TX, Gonzales County, TX, Jackson County, TX, Lavaca County, TX, Victoria County, TX","48089, 48123, 48149, 48177, 48239, 48285, 48469"
1649,"Lawrence County, AL",01079,"Colbert County, AL, Cullman County, AL, Franklin County, AL, Lauderdale County, AL, Lawrence County, AL, Limestone County, AL, Morgan County, AL, Winston County, AL","01033, 01043, 01059, 01077, 01079, 01083, 01103, 01133"
1650,"Lawrence County, AR",05075,"Craighead County, AR, Greene County, AR, Independence County, AR, Jackson County, AR, Lawrence County, AR, Randolph County, AR, Sharp County, AR","05031, 05055, 05063, 05067, 05075, 05121, 05135"
1651,"Lawrence County, IL",17101,"Crawford County, IL, Lawrence County, IL, Richland County, IL, Wabash County, IL, Knox County, IN","17033, 17101, 17159, 17185, 18083"
1652,"Lawrence County, IN",18093,"Greene County, IN, Jackson County, IN, Lawrence County, IN, Martin County, IN, Monroe County, IN, Orange County, IN, Washington County, IN","18055, 18071, 18093, 18101, 18105, 18117, 18175"
1653,"Lawrence County, KY",21127,"Boyd County, KY, Carter County, KY, Elliott County, KY, Johnson County, KY, Lawrence County, KY, Martin County, KY, Morgan County, KY, Wayne County, WV","21019, 21043, 21063, 21115, 21127, 21159, 21175, 54099"
1654,"Lawrence County, MO",29109,"Barry County, MO, Christian County, MO, Dade County, MO, Greene County, MO, Jasper County, MO, Lawrence County, MO, Newton County, MO, Stone County, MO","29009, 29043, 29057, 29077, 29097, 29109, 29145, 29209"
1655,"Lawrence County, MS",28077,"Copiah County, MS, Jefferson Davis County, MS, Lawrence County, MS, Lincoln County, MS, Marion County, MS, Simpson County, MS, Walthall County, MS","28029, 28065, 28077, 28085, 28091, 28127, 28147"
1656,"Lawrence County, OH",39087,"Boyd County, KY, Greenup County, KY, Gallia County, OH, Jackson County, OH, Lawrence County, OH, Scioto County, OH, Cabell County, WV, Wayne County, WV","21019, 21089, 39053, 39079, 39087, 39145, 54011, 54099"
1657,"Lawrence County, PA",42073,"Columbiana County, OH, Mahoning County, OH, Beaver County, PA, Butler County, PA, Lawrence County, PA, Mercer County, PA","39029, 39099, 42007, 42019, 42073, 42085"
1658,"Lawrence County, SD",46081,"Butte County, SD, Lawrence County, SD, Meade County, SD, Pennington County, SD, Crook County, WY, Weston County, WY","46019, 46081, 46093, 46103, 56011, 56045"
1659,"Lawrence County, TN",47099,"Lauderdale County, AL, Giles County, TN, Lawrence County, TN, Lewis County, TN, Maury County, TN, Wayne County, TN","01077, 47055, 47099, 47101, 47119, 47181"
1660,"Le Flore County, OK",40079,"Polk County, AR, Scott County, AR, Sebastian County, AR, Haskell County, OK, Latimer County, OK, Le Flore County, OK, McCurtain County, OK, Pushmataha County, OK, Sequoyah County, OK","05113, 05127, 05131, 40061, 40077, 40079, 40089, 40127, 40135"
1661,"Le Sueur County, MN",27079,"Blue Earth County, MN, Le Sueur County, MN, Nicollet County, MN, Rice County, MN, Scott County, MN, Sibley County, MN, Waseca County, MN","27013, 27079, 27103, 27131, 27139, 27143, 27161"
1662,"Lea County, NM",35025,"Chaves County, NM, Eddy County, NM, Lea County, NM, Roosevelt County, NM, Andrews County, TX, Cochran County, TX, Gaines County, TX, Loving County, TX, Winkler County, TX, Yoakum County, TX","35005, 35015, 35025, 35041, 48003, 48079, 48165, 48301, 48495, 48501"
1663,"Leake County, MS",28079,"Attala County, MS, Leake County, MS, Madison County, MS, Neshoba County, MS, Newton County, MS, Scott County, MS, Winston County, MS","28007, 28079, 28089, 28099, 28101, 28123, 28159"
1664,"Leavenworth County, KS",20103,"Atchison County, KS, Douglas County, KS, Jefferson County, KS, Johnson County, KS, Leavenworth County, KS, Wyandotte County, KS, Platte County, MO","20005, 20045, 20087, 20091, 20103, 20209, 29165"
1665,"Lebanon County, PA",42075,"Berks County, PA, Dauphin County, PA, Lancaster County, PA, Lebanon County, PA, Schuylkill County, PA","42011, 42043, 42071, 42075, 42107"
1666,"Lee County, AL",01081,"Chambers County, AL, Lee County, AL, Macon County, AL, Russell County, AL, Tallapoosa County, AL, Harris County, GA, Muscogee County, GA","01017, 01081, 01087, 01113, 01123, 13145, 13215"
1667,"Lee County, AR",05077,"Crittenden County, AR, Lee County, AR, Monroe County, AR, Phillips County, AR, St. Francis County, AR, Tunica County, MS","05035, 05077, 05095, 05107, 05123, 28143"
1668,"Lee County, FL",12071,"Charlotte County, FL, Collier County, FL, Glades County, FL, Hendry County, FL, Lee County, FL","12015, 12021, 12043, 12051, 12071"
1669,"Lee County, GA",13177,"Crisp County, GA, Dougherty County, GA, Lee County, GA, Sumter County, GA, Terrell County, GA, Worth County, GA","13081, 13095, 13177, 13261, 13273, 13321"
1670,"Lee County, IA",19111,"Hancock County, IL, Henderson County, IL, Des Moines County, IA, Henry County, IA, Lee County, IA, Van Buren County, IA, Clark County, MO","17067, 17071, 19057, 19087, 19111, 19177, 29045"
1671,"Lee County, IL",17103,"Bureau County, IL, DeKalb County, IL, LaSalle County, IL, Lee County, IL, Ogle County, IL, Whiteside County, IL","17011, 17037, 17099, 17103, 17141, 17195"
1672,"Lee County, KY",21129,"Breathitt County, KY, Estill County, KY, Jackson County, KY, Lee County, KY, Owsley County, KY, Powell County, KY, Wolfe County, KY","21025, 21065, 21109, 21129, 21189, 21197, 21237"
1673,"Lee County, MS",28081,"Chickasaw County, MS, Itawamba County, MS, Lee County, MS, Monroe County, MS, Pontotoc County, MS, Prentiss County, MS, Union County, MS","28017, 28057, 28081, 28095, 28115, 28117, 28145"
1674,"Lee County, NC",37105,"Chatham County, NC, Harnett County, NC, Lee County, NC, Moore County, NC","37037, 37085, 37105, 37125"
1675,"Lee County, SC",45061,"Darlington County, SC, Florence County, SC, Kershaw County, SC, Lee County, SC, Sumter County, SC","45031, 45041, 45055, 45061, 45085"
1676,"Lee County, TX",48287,"Bastrop County, TX, Burleson County, TX, Fayette County, TX, Lee County, TX, Milam County, TX, Washington County, TX, Williamson County, TX","48021, 48051, 48149, 48287, 48331, 48477, 48491"
1677,"Lee County, VA",51105,"Bell County, KY, Harlan County, KY, Claiborne County, TN, Hancock County, TN, Lee County, VA, Scott County, VA, Wise County, VA","21013, 21095, 47025, 47067, 51105, 51169, 51195"
1678,"Leelanau County, MI",26089,"Antrim County, MI, Benzie County, MI, Charlevoix County, MI, Delta County, MI, Grand Traverse County, MI, Leelanau County, MI, Schoolcraft County, MI, Door County, WI","26009, 26019, 26029, 26041, 26055, 26089, 26153, 55029"
1679,"Leflore County, MS",28083,"Carroll County, MS, Grenada County, MS, Holmes County, MS, Humphreys County, MS, Leflore County, MS, Sunflower County, MS, Tallahatchie County, MS","28015, 28043, 28051, 28053, 28083, 28133, 28135"
1680,"Lehigh County, PA",42077,"Berks County, PA, Bucks County, PA, Carbon County, PA, Lehigh County, PA, Montgomery County, PA, Northampton County, PA, Schuylkill County, PA","42011, 42017, 42025, 42077, 42091, 42095, 42107"
1681,"Lemhi County, ID",16059,"Butte County, ID, Clark County, ID, Custer County, ID, Idaho County, ID, Lemhi County, ID, Valley County, ID, Beaverhead County, MT, Ravalli County, MT","16023, 16033, 16037, 16049, 16059, 16085, 30001, 30081"
1682,"Lenawee County, MI",26091,"Hillsdale County, MI, Jackson County, MI, Lenawee County, MI, Monroe County, MI, Washtenaw County, MI, Fulton County, OH, Lucas County, OH","26059, 26075, 26091, 26115, 26161, 39051, 39095"
1683,"Lenoir County, NC",37107,"Craven County, NC, Duplin County, NC, Greene County, NC, Jones County, NC, Lenoir County, NC, Pitt County, NC, Wayne County, NC","37049, 37061, 37079, 37103, 37107, 37147, 37191"
1684,"Leon County, FL",12073,"Gadsden County, FL, Jefferson County, FL, Leon County, FL, Liberty County, FL, Wakulla County, FL, Grady County, GA, Thomas County, GA","12039, 12065, 12073, 12077, 12129, 13131, 13275"
1685,"Leon County, TX",48289,"Anderson County, TX, Brazos County, TX, Freestone County, TX, Houston County, TX, Leon County, TX, Limestone County, TX, Madison County, TX, Robertson County, TX","48001, 48041, 48161, 48225, 48289, 48293, 48313, 48395"
1686,"Leslie County, KY",21131,"Bell County, KY, Clay County, KY, Harlan County, KY, Leslie County, KY, Perry County, KY","21013, 21051, 21095, 21131, 21193"
1687,"Letcher County, KY",21133,"Harlan County, KY, Knott County, KY, Letcher County, KY, Perry County, KY, Pike County, KY, Wise County, VA","21095, 21119, 21133, 21193, 21195, 51195"
